mapSize,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mapdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,47,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
33,33,33,100100,33,33,33,34,32,33,33,100100,100100,33,33,34,32,33,33,33,100100,100100,33,33,33,33,34,32,33,33,33,100100,100100,33,33,34,32,33,33,33,100100,33,33,34,32,33,33,100100,33,33
1,1,1,100100,1,1,1,2,0,1,1,100100,100100,1,1,2,0,1,1,1,100100,100100,1,1,1,1,2,0,1,1,1,100100,100100,1,1,2,0,1,1,1,100100,1,1,2,0,1,1,100100,1,1
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
33,33,33,100100,33,33,33,34,32,33,33,100100,100100,33,33,34,32,33,33,33,100100,100100,33,33,33,33,34,32,33,33,33,100100,100100,33,33,34,32,33,33,33,100100,33,33,34,32,33,33,100100,33,33
1,1,1,100100,1,1,1,2,0,1,1,100100,100100,1,1,2,0,1,1,1,100100,100100,1,1,1,1,2,0,1,1,1,100100,100100,1,1,2,0,1,1,1,100100,1,1,2,0,1,1,100100,1,1
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100,100100,18,16,100100,100100,100100,100100,100100
