mapSize,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mapdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15
28,29,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31
124,125,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1
33,33,33,-1,33,33,33,33,33,33,33,-1,-1,33,33,33,33,33,33,33,-1,-1,33,33,33,33,33,33,33,33,33,-1,-1,33,33,33,33,33,33,33,-1,33,33,33,33,33,33,-1,33,33
1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1
33,33,33,-1,33,33,33,33,33,33,33,-1,-1,33,33,33,33,33,33,33,-1,-1,33,33,33,33,33,33,33,33,33,-1,-1,33,33,33,33,33,33,33,-1,33,33,33,33,33,33,-1,33,33
1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1,-1,18,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
