mapSize,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mapdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,
20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,
17,20,17,69,69,69,69,69,69,69,69,69,69,20,17,20,17,20,17,20,17,20,17,20,17,
20,17,20,69,69,69,69,69,69,69,69,69,69,17,20,17,20,17,20,17,20,17,20,17,20,
17,20,17,69,69,69,69,69,69,69,69,69,69,23,23,20,17,20,17,20,17,20,17,20,17,
20,17,20,69,69,69,69,69,69,69,69,69,69,17,20,17,20,17,20,17,20,17,20,17,20,
23,23,23,23,23,23,23,23,23,23,23,23,23,20,17,20,17,20,17,20,17,20,17,20,17,
23,23,23,23,23,23,23,23,23,23,23,23,23,17,20,17,20,17,20,17,20,17,20,17,20,
23,23,23,23,23,23,23,23,23,23,23,23,23,20,17,20,17,20,17,20,17,20,17,20,17,
23,23,23,23,23,23,23,23,23,23,23,23,23,69,69,17,20,17,20,17,20,17,20,17,20,
23,23,23,23,23,23,23,23,23,23,23,23,23,20,17,20,17,20,17,20,17,20,17,20,17,
20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,
17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,
20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,
17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,
20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,
17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,
20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,
17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,
20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,
17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,
20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,
17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,
20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,
17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,
